metro_nonmetro,year,county_name,state_abbr,geoId,value
Metropolitan,2019,Saline ,AR,us-ar-125,0.5
Metropolitan,2019,Sebastian ,AR,us-ar-131,0.5
Metropolitan,2019,Washington ,AR,us-ar-143,0.5
Metropolitan,2019,Cochise ,AZ,us-az-003,0.5
Metropolitan,2019,Coconino ,AZ,us-az-005,0
Metropolitan,2019,Maricopa ,AZ,us-az-013,0.5
Metropolitan,2019,Mohave ,AZ,us-az-015,0.5
Metropolitan,2019,Pima ,AZ,us-az-019,0.5
Metropolitan,2019,Pinal ,AZ,us-az-021,0.5
Metropolitan,2019,Yavapai ,AZ,us-az-025,0.5
Metropolitan,2019,Yuma ,AZ,us-az-027,0.5
Metropolitan,2019,Alameda ,CA,us-ca-001,0.5
Metropolitan,2019,Butte ,CA,us-ca-007,0.5
Metropolitan,2019,Contra Costa ,CA,us-ca-013,0.5
Metropolitan,2019,El Dorado ,CA,us-ca-017,0.5
Metropolitan,2019,Fresno ,CA,us-ca-019,0.5
Metropolitan,2019,Imperial ,CA,us-ca-025,0.5
Metropolitan,2019,Kern ,CA,us-ca-029,0.5
Metropolitan,2019,Kings ,CA,us-ca-031,0.5
Metropolitan,2019,Los Angeles ,CA,us-ca-037,0.5
Metropolitan,2019,Madera ,CA,us-ca-039,0.5
Metropolitan,2019,Marin ,CA,us-ca-041,0.5
Metropolitan,2019,Merced ,CA,us-ca-047,0.5
Metropolitan,2019,Monterey ,CA,us-ca-053,0.5
Metropolitan,2019,Napa ,CA,us-ca-055,0.5
Metropolitan,2019,Orange ,CA,us-ca-059,0.5
Metropolitan,2019,Placer ,CA,us-ca-061,0.5
Metropolitan,2019,Riverside ,CA,us-ca-065,0.5
Metropolitan,2019,Sacramento ,CA,us-ca-067,0.5
Metropolitan,2019,San Benito ,CA,us-ca-069,0.5
Metropolitan,2019,San Bernardino ,CA,us-ca-071,0.5
Metropolitan,2019,San Diego ,CA,us-ca-073,0.5
Metropolitan,2019,San Francisco ,CA,us-ca-075,0.5
Metropolitan,2019,San Joaquin ,CA,us-ca-077,0.5
Metropolitan,2019,San Luis Obispo ,CA,us-ca-079,0.5
Metropolitan,2019,San Mateo ,CA,us-ca-081,0.5
Metropolitan,2019,Santa Barbara ,CA,us-ca-083,0.5
Metropolitan,2019,Santa Clara ,CA,us-ca-085,0.5
Metropolitan,2019,Santa Cruz ,CA,us-ca-087,0.5
Metropolitan,2019,Shasta ,CA,us-ca-089,0.5
Metropolitan,2019,Solano ,CA,us-ca-095,0.5
Metropolitan,2019,Sonoma ,CA,us-ca-097,0.5
Metropolitan,2019,Stanislaus ,CA,us-ca-099,0.5
Metropolitan,2019,Sutter ,CA,us-ca-101,0.5
Metropolitan,2019,Tulare ,CA,us-ca-107,0.5
Metropolitan,2019,Ventura ,CA,us-ca-111,0.5
Metropolitan,2019,Yolo ,CA,us-ca-113,0.5
Metropolitan,2019,Yuba ,CA,us-ca-115,0.5
Metropolitan,2019,Adams ,CO,us-co-001,0.5
Metropolitan,2019,Arapahoe ,CO,us-co-005,0.5
Metropolitan,2019,Boulder ,CO,us-co-013,0.5
Metropolitan,2019,Broomfield ,CO,us-co-014,1
Metropolitan,2019,Clear Creek ,CO,us-co-019,0
Metropolitan,2019,Denver ,CO,us-co-031,0.5
Metropolitan,2019,Douglas ,CO,us-co-035,0.5
Metropolitan,2019,El Paso ,CO,us-co-041,0.5
Metropolitan,2019,Elbert ,CO,us-co-039,0.5
Metropolitan,2019,Gilpin ,CO,us-co-047,0
Metropolitan,2019,Jefferson ,CO,us-co-059,0.5
Metropolitan,2019,Larimer ,CO,us-co-069,0.5
Metropolitan,2019,Mesa ,CO,us-co-077,0.5
Metropolitan,2019,Park ,CO,us-co-093,0.5
Metropolitan,2019,Pueblo ,CO,us-co-101,0
Metropolitan,2019,Teller ,CO,us-co-119,0.5
Metropolitan,2019,Weld ,CO,us-co-123,0
Metropolitan,2019,Fairfield ,CT,us-ct-001,0.5
Metropolitan,2019,Hartford ,CT,us-ct-003,0.5
Metropolitan,2019,Middlesex ,CT,us-ct-007,0.5
Metropolitan,2019,New Haven ,CT,us-ct-009,0.5
Metropolitan,2019,New London ,CT,us-ct-011,0.5
Metropolitan,2019,Tolland ,CT,us-ct-013,0.5
Metropolitan,2019,Windham ,CT,us-ct-015,0.5
Metropolitan,2019,District of Columbia,DC,us-dc-001,0.5
Metropolitan,2019,Kent ,DE,us-de-001,0.5
Metropolitan,2019,New Castle ,DE,us-de-003,0.5
Metropolitan,2019,Sussex ,DE,us-de-005,0
Metropolitan,2019,Alachua ,FL,us-fl-001,0.5
Metropolitan,2019,Baker ,FL,us-fl-003,0
Metropolitan,2019,Bay ,FL,us-fl-005,0.5
Metropolitan,2019,Brevard ,FL,us-fl-009,0.5
Metropolitan,2019,Broward ,FL,us-fl-011,0.5
Metropolitan,2019,Charlotte ,FL,us-fl-015,0.5
Metropolitan,2019,Citrus ,FL,us-fl-017,0
Metropolitan,2019,Clay ,FL,us-fl-019,0.5
Metropolitan,2019,Collier ,FL,us-fl-021,0
Metropolitan,2019,Duval ,FL,us-fl-031,0.5
Metropolitan,2019,Escambia ,FL,us-fl-033,0.5
Metropolitan,2019,Flagler ,FL,us-fl-035,0
Metropolitan,2019,Gadsden ,FL,us-fl-039,0
Metropolitan,2019,Gilchrist ,FL,us-fl-041,0
Metropolitan,2019,Hernando ,FL,us-fl-053,0
Metropolitan,2019,Highlands ,FL,us-fl-055,0
Metropolitan,2019,Hillsborough ,FL,us-fl-057,0.5
Metropolitan,2019,Indian River ,FL,us-fl-061,0
Metropolitan,2019,Jefferson ,FL,us-fl-065,0
Metropolitan,2019,Lake ,FL,us-fl-069,0
Metropolitan,2019,Lee ,FL,us-fl-071,0.5
Metropolitan,2019,Leon ,FL,us-fl-073,0.5
Metropolitan,2019,Levy ,FL,us-fl-075,0
Metropolitan,2019,Manatee ,FL,us-fl-081,0
Metropolitan,2019,Marion ,FL,us-fl-083,0
Metropolitan,2019,Martin ,FL,us-fl-085,0.5
Metropolitan,2019,Miami-Dade ,FL,us-fl-086,0.5
Metropolitan,2019,Nassau ,FL,us-fl-089,0.5
Metropolitan,2019,Okaloosa ,FL,us-fl-091,0.5
Metropolitan,2019,Orange ,FL,us-fl-095,0.5
Metropolitan,2019,Osceola ,FL,us-fl-097,0
Metropolitan,2019,Palm Beach ,FL,us-fl-099,0.5
Metropolitan,2019,Pasco ,FL,us-fl-101,0
Metropolitan,2019,Pinellas ,FL,us-fl-103,0.5
Metropolitan,2019,Polk ,FL,us-fl-105,0.5
Metropolitan,2019,Santa Rosa ,FL,us-fl-113,0
Metropolitan,2019,Sarasota ,FL,us-fl-115,0.5
Metropolitan,2019,Seminole ,FL,us-fl-117,0.5
Metropolitan,2019,St. Johns ,FL,us-fl-109,0
Metropolitan,2019,St. Lucie ,FL,us-fl-111,0
Metropolitan,2019,Sumter ,FL,us-fl-119,0
Metropolitan,2019,Volusia ,FL,us-fl-127,0
Metropolitan,2019,Wakulla ,FL,us-fl-129,0
Metropolitan,2019,Walton ,FL,us-fl-131,0
Metropolitan,2019,Barrow ,GA,us-ga-013,0
Metropolitan,2019,Bartow ,GA,us-ga-015,0
Metropolitan,2019,Bibb ,GA,us-ga-021,0
Metropolitan,2019,Brantley ,GA,us-ga-025,0
Metropolitan,2019,Brooks ,GA,us-ga-027,0
Metropolitan,2019,Bryan ,GA,us-ga-029,0.5
Metropolitan,2019,Burke ,GA,us-ga-033,0
Metropolitan,2019,Butts ,GA,us-ga-035,0
Metropolitan,2019,Carroll ,GA,us-ga-045,0
Metropolitan,2019,Catoosa ,GA,us-ga-047,0
Metropolitan,2019,Chatham ,GA,us-ga-051,0.5
Metropolitan,2019,Chattahoochee ,GA,us-ga-053,0
Metropolitan,2019,Cherokee ,GA,us-ga-057,0
Metropolitan,2019,Clarke ,GA,us-ga-059,0.5
Metropolitan,2019,Clayton ,GA,us-ga-063,0
Metropolitan,2019,Cobb ,GA,us-ga-067,0.5
Metropolitan,2019,Columbia ,GA,us-ga-073,0.5
Metropolitan,2019,Coweta ,GA,us-ga-077,1
Metropolitan,2019,Crawford ,GA,us-ga-079,0
Metropolitan,2019,Dade ,GA,us-ga-083,0
Metropolitan,2019,Dawson ,GA,us-ga-085,0
Metropolitan,2019,DeKalb ,GA,us-ga-089,0.5
Metropolitan,2019,Dougherty ,GA,us-ga-095,0.5
Metropolitan,2019,Douglas ,GA,us-ga-097,0
Metropolitan,2019,Echols ,GA,us-ga-101,0
Metropolitan,2019,Effingham ,GA,us-ga-103,0.5
Metropolitan,2019,Fayette ,GA,us-ga-113,0
Metropolitan,2019,Floyd ,GA,us-ga-115,0
Metropolitan,2019,Forsyth ,GA,us-ga-117,0
Metropolitan,2019,Fulton ,GA,us-ga-121,0.5
Metropolitan,2019,Glynn ,GA,us-ga-127,0
Metropolitan,2019,Gwinnett ,GA,us-ga-135,0.5
Metropolitan,2019,Hall ,GA,us-ga-139,0
Metropolitan,2019,Haralson ,GA,us-ga-143,0
Metropolitan,2019,Harris ,GA,us-ga-145,0
Metropolitan,2019,Heard ,GA,us-ga-149,0
Metropolitan,2019,Henry ,GA,us-ga-151,0
Metropolitan,2019,Houston ,GA,us-ga-153,0.5
Metropolitan,2019,Jasper ,GA,us-ga-159,0
Metropolitan,2019,Jones ,GA,us-ga-169,0
Metropolitan,2019,Lamar ,GA,us-ga-171,0
Metropolitan,2019,Lanier ,GA,us-ga-173,0
Metropolitan,2019,Lee ,GA,us-ga-177,0
Metropolitan,2019,Liberty ,GA,us-ga-179,0
Metropolitan,2019,Lincoln ,GA,us-ga-181,0
Metropolitan,2019,Long ,GA,us-ga-183,0
Metropolitan,2019,Lowndes ,GA,us-ga-185,0
Metropolitan,2019,Madison ,GA,us-ga-195,0
Metropolitan,2019,Marion ,GA,us-ga-197,0
Metropolitan,2019,McDuffie ,GA,us-ga-189,0
Metropolitan,2019,McIntosh ,GA,us-ga-191,0
Metropolitan,2019,Meriwether ,GA,us-ga-199,0
Metropolitan,2019,Monroe ,GA,us-ga-207,0
Metropolitan,2019,Morgan ,GA,us-ga-211,0
Metropolitan,2019,Murray ,GA,us-ga-213,0
Metropolitan,2019,Muscogee ,GA,us-ga-215,0.5
Metropolitan,2019,Newton ,GA,us-ga-217,0
Metropolitan,2019,Oconee ,GA,us-ga-219,1
Metropolitan,2019,Oglethorpe ,GA,us-ga-221,0
Metropolitan,2019,Paulding ,GA,us-ga-223,0
Metropolitan,2019,Peach ,GA,us-ga-225,0.5
Metropolitan,2019,Pickens ,GA,us-ga-227,0
Metropolitan,2019,Pike ,GA,us-ga-231,0
Metropolitan,2019,Richmond ,GA,us-ga-245,0.5
Metropolitan,2019,Rockdale ,GA,us-ga-247,1
Metropolitan,2019,Spalding ,GA,us-ga-255,0
Metropolitan,2019,Stewart ,GA,us-ga-259,0
Metropolitan,2019,Talbot ,GA,us-ga-263,0
Metropolitan,2019,Terrell ,GA,us-ga-273,0
Metropolitan,2019,Twiggs ,GA,us-ga-289,0
Metropolitan,2019,Walker ,GA,us-ga-295,0.5
Metropolitan,2019,Walton ,GA,us-ga-297,0
Metropolitan,2019,Whitfield ,GA,us-ga-313,0
Metropolitan,2019,Worth ,GA,us-ga-321,0
Metropolitan,2019,Honolulu ,HI,us-hi-003,0.5
Metropolitan,2019,Maui ,HI,us-hi-009,0.5
Metropolitan,2019,Benton ,IA,us-ia-011,0.5
Metropolitan,2019,Black Hawk ,IA,us-ia-013,0.5
Metropolitan,2019,Boone ,IA,us-ia-015,0.5
Metropolitan,2019,Bremer ,IA,us-ia-017,0.5
Metropolitan,2019,Dallas ,IA,us-ia-049,0.5
Metropolitan,2019,Dubuque ,IA,us-ia-061,0.5
Metropolitan,2019,Grundy ,IA,us-ia-075,0.5
Metropolitan,2019,Guthrie ,IA,us-ia-077,0.5
Metropolitan,2019,Harrison ,IA,us-ia-085,0.5
Metropolitan,2019,Jasper ,IA,us-ia-099,0.5
Metropolitan,2019,Johnson ,IA,us-ia-103,0.5
Metropolitan,2019,Jones ,IA,us-ia-105,0.5
Metropolitan,2019,Linn ,IA,us-ia-113,0.5
Metropolitan,2019,Madison ,IA,us-ia-121,0.5
Metropolitan,2019,Mills ,IA,us-ia-129,0.5
Metropolitan,2019,Polk ,IA,us-ia-153,0.5
Metropolitan,2019,Pottawattamie ,IA,us-ia-155,0
Metropolitan,2019,Scott ,IA,us-ia-163,0.5
Metropolitan,2019,Story ,IA,us-ia-169,0.5
Metropolitan,2019,Warren ,IA,us-ia-181,0.5
Metropolitan,2019,Washington ,IA,us-ia-183,0
Metropolitan,2019,Woodbury ,IA,us-ia-193,0.5
Metropolitan,2019,Ada ,ID,us-id-001,1
Metropolitan,2019,Bannock ,ID,us-id-005,0.5
Metropolitan,2019,Boise ,ID,us-id-015,0
Metropolitan,2019,Bonneville ,ID,us-id-019,0
Metropolitan,2019,Butte ,ID,us-id-023,0
Metropolitan,2019,Canyon ,ID,us-id-027,0.5
Metropolitan,2019,Franklin ,ID,us-id-041,0
Metropolitan,2019,Gem ,ID,us-id-045,0
Metropolitan,2019,Jefferson ,ID,us-id-051,0.5
Metropolitan,2019,Jerome ,ID,us-id-053,0
Metropolitan,2019,Kootenai ,ID,us-id-055,0.5
Metropolitan,2019,Nez Perce ,ID,us-id-069,0
Metropolitan,2019,Owyhee ,ID,us-id-073,0.5
Metropolitan,2019,Power ,ID,us-id-077,0.5
Metropolitan,2019,Twin Falls ,ID,us-id-083,0.5
Metropolitan,2019,Alexander ,IL,us-il-003,0
Metropolitan,2019,Bond ,IL,us-il-005,0.5
Metropolitan,2019,Boone ,IL,us-il-007,0.5
Metropolitan,2019,Calhoun ,IL,us-il-013,0
Metropolitan,2019,Champaign ,IL,us-il-019,0.5
Metropolitan,2019,Clinton ,IL,us-il-027,0
Metropolitan,2019,Cook ,IL,us-il-031,0.5
Metropolitan,2019,DeKalb ,IL,us-il-037,0.5
Metropolitan,2019,DuPage ,IL,us-il-043,1
Metropolitan,2019,Fulton ,IL,us-il-057,0.5
Metropolitan,2019,Grundy ,IL,us-il-063,1
Metropolitan,2019,Henry ,IL,us-il-073,0
Metropolitan,2019,Jackson ,IL,us-il-077,0.5
Metropolitan,2019,Jersey ,IL,us-il-083,0.5
Metropolitan,2019,Johnson ,IL,us-il-087,0
Metropolitan,2019,Kane ,IL,us-il-089,0.5
Metropolitan,2019,Kankakee ,IL,us-il-091,0.5
Metropolitan,2019,Kendall ,IL,us-il-093,1
Metropolitan,2019,Lake ,IL,us-il-097,0.5
Metropolitan,2019,Macon ,IL,us-il-115,0.5
Metropolitan,2019,Macoupin ,IL,us-il-117,0
Metropolitan,2019,Madison ,IL,us-il-119,0
Metropolitan,2019,Marshall ,IL,us-il-123,0
Metropolitan,2019,McHenry ,IL,us-il-111,1
Metropolitan,2019,McLean ,IL,us-il-113,0.5
Metropolitan,2019,Menard ,IL,us-il-129,0
Metropolitan,2019,Mercer ,IL,us-il-131,0
Metropolitan,2019,Monroe ,IL,us-il-133,0.5
Metropolitan,2019,Peoria ,IL,us-il-143,0.5
Metropolitan,2019,Piatt ,IL,us-il-147,0
Metropolitan,2019,Rock Island ,IL,us-il-161,0.5
Metropolitan,2019,Sangamon ,IL,us-il-167,0
Metropolitan,2019,St. Clair ,IL,us-il-163,0.5
Metropolitan,2019,Stark ,IL,us-il-175,0
Metropolitan,2019,Tazewell ,IL,us-il-179,0
Metropolitan,2019,Vermilion ,IL,us-il-183,0.5
Metropolitan,2019,Will ,IL,us-il-197,0.5
Metropolitan,2019,Williamson ,IL,us-il-199,0.5
Metropolitan,2019,Winnebago ,IL,us-il-201,0.5
Metropolitan,2019,Woodford ,IL,us-il-203,0.5
Metropolitan,2019,Allen ,IN,us-in-003,0.5
Metropolitan,2019,Bartholomew ,IN,us-in-005,1
Metropolitan,2019,Benton ,IN,us-in-007,0
Metropolitan,2019,Boone ,IN,us-in-011,1
Metropolitan,2019,Brown ,IN,us-in-013,0
Metropolitan,2019,Carroll ,IN,us-in-015,0
Metropolitan,2019,Clark ,IN,us-in-019,1
Metropolitan,2019,Clay ,IN,us-in-021,0.5
Metropolitan,2019,Dearborn ,IN,us-in-029,0
Metropolitan,2019,Delaware ,IN,us-in-035,0
Metropolitan,2019,Elkhart ,IN,us-in-039,0.5
Metropolitan,2019,Floyd ,IN,us-in-043,1
Metropolitan,2019,Franklin ,IN,us-in-047,0
Metropolitan,2019,Hamilton ,IN,us-in-057,1
Metropolitan,2019,Hancock ,IN,us-in-059,1
Metropolitan,2019,Harrison ,IN,us-in-061,0.5
Metropolitan,2019,Hendricks ,IN,us-in-063,1
Metropolitan,2019,Howard ,IN,us-in-067,0
Metropolitan,2019,Jasper ,IN,us-in-073,0.5
Metropolitan,2019,Johnson ,IN,us-in-081,1
Metropolitan,2019,Lake ,IN,us-in-089,0.5
Metropolitan,2019,LaPorte ,IN,us-in-091,0
Metropolitan,2019,Madison ,IN,us-in-095,0.5
Metropolitan,2019,Marion ,IN,us-in-097,0.5
Metropolitan,2019,Monroe ,IN,us-in-105,0
Metropolitan,2019,Morgan ,IN,us-in-109,0
Metropolitan,2019,Newton ,IN,us-in-111,0
Metropolitan,2019,Ohio ,IN,us-in-115,0
Metropolitan,2019,Owen ,IN,us-in-119,0
Metropolitan,2019,Parke ,IN,us-in-121,0
Metropolitan,2019,Porter ,IN,us-in-127,0
Metropolitan,2019,Posey ,IN,us-in-129,0
Metropolitan,2019,Putnam ,IN,us-in-133,0
Metropolitan,2019,Shelby ,IN,us-in-145,0
Metropolitan,2019,St. Joseph ,IN,us-in-141,0.5
Metropolitan,2019,Sullivan ,IN,us-in-153,0
Metropolitan,2019,Tippecanoe ,IN,us-in-157,0
Metropolitan,2019,Union ,IN,us-in-161,0
Metropolitan,2019,Vanderburgh ,IN,us-in-163,0.5
Metropolitan,2019,Vermillion ,IN,us-in-165,0
Metropolitan,2019,Vigo ,IN,us-in-167,1
Metropolitan,2019,Warren ,IN,us-in-171,0
Metropolitan,2019,Warrick ,IN,us-in-173,1
Metropolitan,2019,Washington ,IN,us-in-175,0
Metropolitan,2019,Whitley ,IN,us-in-183,0
Metropolitan,2019,Butler ,KS,us-ks-015,1
Metropolitan,2019,Doniphan ,KS,us-ks-043,0
Metropolitan,2019,Douglas ,KS,us-ks-045,0
Metropolitan,2019,Geary ,KS,us-ks-061,0
Metropolitan,2019,Harvey ,KS,us-ks-079,1
Metropolitan,2019,Jackson ,KS,us-ks-085,0
Metropolitan,2019,Jefferson ,KS,us-ks-087,0
Metropolitan,2019,Johnson ,KS,us-ks-091,1
Metropolitan,2019,Leavenworth ,KS,us-ks-103,0.5
Metropolitan,2019,Linn ,KS,us-ks-107,0
Metropolitan,2019,Miami ,KS,us-ks-121,0
Metropolitan,2019,Osage ,KS,us-ks-139,0
Metropolitan,2019,Pottawatomie ,KS,us-ks-149,0
Metropolitan,2019,Riley ,KS,us-ks-161,0
Metropolitan,2019,Sedgwick ,KS,us-ks-173,0.5
Metropolitan,2019,Shawnee ,KS,us-ks-177,0.5
Metropolitan,2019,Sumner ,KS,us-ks-191,0.5
Metropolitan,2019,Wabaunsee ,KS,us-ks-197,0
Metropolitan,2019,Wyandotte ,KS,us-ks-209,0
Metropolitan,2019,Allen ,KY,us-ky-003,0
Metropolitan,2019,Boone ,KY,us-ky-015,1
Metropolitan,2019,Bourbon ,KY,us-ky-017,0
Metropolitan,2019,Boyd ,KY,us-ky-019,0.5
Metropolitan,2019,Bracken ,KY,us-ky-023,0
Metropolitan,2019,Bullitt ,KY,us-ky-029,0.5
Metropolitan,2019,Butler ,KY,us-ky-031,0
Metropolitan,2019,Campbell ,KY,us-ky-037,0.5
Metropolitan,2019,Carter ,KY,us-ky-043,0
Metropolitan,2019,Christian ,KY,us-ky-047,0
Metropolitan,2019,Clark ,KY,us-ky-049,0
Metropolitan,2019,Daviess ,KY,us-ky-059,0
Metropolitan,2019,Edmonson ,KY,us-ky-061,0
Metropolitan,2019,Fayette ,KY,us-ky-067,0.5
Metropolitan,2019,Gallatin ,KY,us-ky-077,0
Metropolitan,2019,Grant ,KY,us-ky-081,0
Metropolitan,2019,Greenup ,KY,us-ky-089,0
Metropolitan,2019,Hancock ,KY,us-ky-091,0
Metropolitan,2019,Hardin ,KY,us-ky-093,0.5
Metropolitan,2019,Henderson ,KY,us-ky-101,0
Metropolitan,2019,Henry ,KY,us-ky-103,0
Metropolitan,2019,Jefferson ,KY,us-ky-111,0.5
Metropolitan,2019,Jessamine ,KY,us-ky-113,0
Metropolitan,2019,Kenton ,KY,us-ky-117,1
Metropolitan,2019,Larue ,KY,us-ky-123,0
Metropolitan,2019,McLean ,KY,us-ky-149,0
Metropolitan,2019,Meade ,KY,us-ky-163,0
Metropolitan,2019,Oldham ,KY,us-ky-185,1
Metropolitan,2019,Pendleton ,KY,us-ky-191,0
Metropolitan,2019,Scott ,KY,us-ky-209,0
Metropolitan,2019,Shelby ,KY,us-ky-211,0
Metropolitan,2019,Spencer ,KY,us-ky-215,0
Metropolitan,2019,Trigg ,KY,us-ky-221,0
Metropolitan,2019,Warren ,KY,us-ky-227,0
Metropolitan,2019,Woodford ,KY,us-ky-239,1
Metropolitan,2019,Acadia Parish,LA,us-la-001,0
Metropolitan,2019,Ascension Parish,LA,us-la-005,0.5
Metropolitan,2019,Assumption Parish,LA,us-la-007,0
Metropolitan,2019,Bossier Parish,LA,us-la-015,0.5
Metropolitan,2019,Caddo Parish,LA,us-la-017,0.5
Metropolitan,2019,Calcasieu Parish,LA,us-la-019,0.5
Metropolitan,2019,Cameron Parish,LA,us-la-023,0
Metropolitan,2019,De Soto Parish,LA,us-la-031,0
Metropolitan,2019,East Baton Rouge Parish,LA,us-la-033,0
Metropolitan,2019,East Feliciana Parish,LA,us-la-037,0
Metropolitan,2019,Grant Parish,LA,us-la-043,0
Metropolitan,2019,Iberia Parish,LA,us-la-045,0.5
Metropolitan,2019,Iberville Parish,LA,us-la-047,0.5
Metropolitan,2019,Jefferson Parish,LA,us-la-051,0.5
Metropolitan,2019,Lafayette Parish,LA,us-la-055,0.5
Metropolitan,2019,Lafourche Parish,LA,us-la-057,0.5
Metropolitan,2019,Livingston Parish,LA,us-la-063,0.5
Metropolitan,2019,Morehouse Parish,LA,us-la-067,0
Metropolitan,2019,Orleans Parish,LA,us-la-071,0
Metropolitan,2019,Ouachita Parish,LA,us-la-073,0.5
Metropolitan,2019,Plaquemines Parish,LA,us-la-075,0.5
Metropolitan,2019,Pointe Coupee Parish,LA,us-la-077,0
Metropolitan,2019,Rapides Parish,LA,us-la-079,0
Metropolitan,2019,St. Bernard Parish,LA,us-la-087,0
Metropolitan,2019,St. Charles Parish,LA,us-la-089,0
Metropolitan,2019,St. Helena Parish,LA,us-la-091,0
Metropolitan,2019,St. James Parish,LA,us-la-093,0.5
Metropolitan,2019,St. John the Baptist Parish,LA,us-la-095,0.5
Metropolitan,2019,St. Martin Parish,LA,us-la-099,0.5
Metropolitan,2019,St. Tammany Parish,LA,us-la-103,0.5
Metropolitan,2019,Tangipahoa Parish,LA,us-la-105,0.5
Metropolitan,2019,Terrebonne Parish,LA,us-la-109,0.5
Metropolitan,2019,Union Parish,LA,us-la-111,0
Metropolitan,2019,Vermilion Parish,LA,us-la-113,0
Metropolitan,2019,West Baton Rouge Parish,LA,us-la-121,0
Metropolitan,2019,West Feliciana Parish,LA,us-la-125,0
Metropolitan,2019,Barnstable ,MA,us-ma-001,0.5
Metropolitan,2019,Berkshire ,MA,us-ma-003,0.5
Metropolitan,2019,Bristol ,MA,us-ma-005,0.5
Metropolitan,2019,Essex ,MA,us-ma-009,0.5
Metropolitan,2019,Franklin ,MA,us-ma-011,0.5
Metropolitan,2019,Hampden ,MA,us-ma-013,0.5
Metropolitan,2019,Hampshire ,MA,us-ma-015,0.5
Metropolitan,2019,Middlesex ,MA,us-ma-017,0.5
Metropolitan,2019,Norfolk ,MA,us-ma-021,0.5
Metropolitan,2019,Plymouth ,MA,us-ma-023,0.5
Metropolitan,2019,Suffolk ,MA,us-ma-025,0.5
Metropolitan,2019,Worcester ,MA,us-ma-027,0.5
Metropolitan,2019,Allegany ,MD,us-md-001,0
Metropolitan,2019,Anne Arundel ,MD,us-md-003,0.5
Metropolitan,2019,Baltimore      City,MD,us-md-510,0.5
Metropolitan,2019,Baltimore ,MD,us-md-005,0.5
Metropolitan,2019,Calvert ,MD,us-md-009,0.5
Metropolitan,2019,Carroll ,MD,us-md-013,1
Metropolitan,2019,Cecil ,MD,us-md-015,0
Metropolitan,2019,Charles ,MD,us-md-017,0.5
Metropolitan,2019,Frederick ,MD,us-md-021,0.5
Metropolitan,2019,Harford ,MD,us-md-025,0.5
Metropolitan,2019,Howard ,MD,us-md-027,1
